TIME 24 HOURS,COUNTY,ROAD,PLACE,BRIEF ACCIDENT DETAILS,GENDER,AGE,CAUSE CODE,VICTIM,NO.,Date DD/MM/YYYY,year,hour,is_peak_hour
210,KIAMBU,LIMURU KWABIRA,OCEANLINE AREA,HIT AND RUN,M,30,98.0,PEDESTRIAN,1,2017-06-11,2017,2.0,0
UNKNOWN,KIAMBU,THIKA SUPERHIGHWAY,NEAR CAPITAL CENTRE,HIT AND RUN,M,A,59.0,PEDESTRIAN,1,2017-06-11,2017,,0
2040,TAITA TAVETA,VOI KALOLENI,VOI JUNCTION,HEAD ON COLLISION,M,63,22.0,M/CYCLIST,1,2017-06-11,2017,20.0,0
1000,KERICHO,KENEGUT KAPSOIT,KAPSISIYWO,THE VEHICLE KNOCKED DOWN THE MOTOR CYCLE,F,A,37.0,PILLION PASSENGERS,2,2017-05-29,2017,10.0,0
1140,KAJIADO,NAIROBI KISERIAN,FATIMA,THE VEHICLE VEERED OFF THE ROAD,M,A,26.0,M/CYCLIST,1,2017-05-29,2017,11.0,0
1730,LAIKIPIA,NYERI NYAHURURU,MARINA AREA,THE VEHICLE LOST CONTROL AND COLLIDED HEAD ON WITH THE BUS,M,A,26.0,PASSENGERS,1,2017-05-29,2017,17.0,1
530,NAIROBI,JOGOO ROAD,NEAR MAKADARA FOOTBRIDGE,M/V KNOCKED DOWN UNKNOWN M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,98.0,PEDESTRIAN,1,2017-05-23,2017,5.0,0
1230,NAIROBI,KIAMBU ROAD,NEAR CID HQS,UNIDENTIFIED M/V LOST CONTROL VEERING OFF THE ROAD AND LANDED INTO KARURA RIVER KILLING THE DRIVER ON THE SPOT.,M,A,98.0,DRIVER,1,2017-05-23,2017,12.0,0
530,TAITA TAVETA,NAIROBI- MOMBASA,MAUNGU TRADING CENTER,P/UP COLLUDED HEAD ON WITH THR TRAILOR WHERE M/A PASSENGER IN THE P/UP DIED ON THE SPOT.,M,55,8.0,PASSENGER,1,2017-05-23,2017,5.0,0
1140,BARINGO,MARIGAT- MOGOTIO,RADAT AREA,M/V KNOCKED DOWN UNKNOWN M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,30.0,PEDESTRIAN,1,2017-05-23,2017,11.0,0
1600,VIHIGA,ELDORET - KITALE,KONA MBAYA AREA,M/V KNOCKED DOWN A F/A PEDESTRIAN KILLING HER ON THE SPOT,F,A,26.0,PEDESTRIAN,1,2017-05-23,2017,16.0,0
1745,NYERI,KARARTINA- KIMABARA,GATHUGU AREA,M/V KNOCKED DOWN M/JUVENILE PEDESTRIAN SUSTAININIG SERIOUS INJURIES AND DIED IN HOSPITAL. DRIVER ESCAPED.,M,3,26.0,PEDESTRIAN,1,2017-05-23,2017,17.0,1
2100,KAKAMEGA,KISUMU- KAKAMEGA,MUKUMU AREA,M/V RAMMED INTO THE REAR OF THE SAID M/CYCLE WHOSE RIDER IS UNKNOWN KILLING F/A P/PASSENGER ON THE SPOT.,M AND F,A,29.0,M/CYCLIST AND P/PASSENGER,2,2017-05-23,2017,21.0,0
530,MOMBASA,MOMBASA- KILIFI,NEAR TUSYS,TRAILOR KNOCKED DOWN M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,8.0,PEDESTRIAN,1,2017-05-21,2017,5.0,0
1200,KIAMBU,BANANA- RUAKA,KIGWARU AREA,M.CYCLIST RAMMED INTO THE REAR OF THE SAID VITS AND DUE TO IMPACT THE RIDER WAS THROWN ON THE RIGHT SIDE OF THE ROAD WHERE HE WAS HIT BY THE MATATU AND DIED ON THE SPOT.,M,31,77.0,M/CYCLIST,1,2017-05-21,2017,12.0,0
1700,KIAMBU,THIKA SUPERHIGHWAY,KIHUNGURO OVERPASS,BUS DRIVER KNOCKED DOWN M/A PEDESTRIAN SUSTAINED SERIOUS INJURIES AND DIED IN HOSPITAL,M,A,60.0,PEDESTRIAN,1,2017-05-21,2017,17.0,1
1720,KAJIADO,NAMANGA- KITENGELA,CHUNA RD JUNCTION,LORRY WAS HIT FROM THE REAR BY THE SAID M/CYCLE WHICH WAS NOT FOUND AT THE SCENE CARRYING A M/A P/PASSENGER WHO FALL ON THE ROAD SUSTAINING SERIOUS INJUIRIES AND DIED ON THE WAY TO HOSPITAL,M,20,37.0,P/PASSENGER,1,2017-05-21,2017,17.0,1
2140,KISUMU,KISUMU- NAIROBI,NEAR KASAGAM FLY OVER,M/V DRIVER KNOCHED DOWN A M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,35,68.0,PEDESTRIAN,1,2017-05-21,2017,21.0,0
130,KERICHO,KERICHO- KISUMU,CHEPKOLON AREA,M/V KNOCHED DOWN UNKNOWN M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,98.0,PEDESTRIAN,1,2017-05-21,2017,1.0,0
1645,MARSABIT,MOYALE- HEILLU,HEILLU AREA,M/CYCLIST CARRYING OONE M/A PASSENGER RAMMED INTO THE REAR OF THE SAID LORRY WHERE THE P/PASSENGER SUSTAINING SERIOUS INJURIES AND DIED AT HOSPITAL.,M,19,36.0,P/PASSENGER,1,2017-05-21,2017,16.0,0
600,NAIROBI,THIKA SUPERHIGHWAY,NEAR JUBILEE HOUSE,M/V HIT UNKNOWN M/A/PEDESTRIAN WHO WAS CROSING THE ROAD FROM L-R KILLING HIM INSTANTLY.,M,A,98.0,PEDESTRIAN,1,2017-05-20,2017,6.0,1
1230,HOMA BAY,KENDU BAY/ HOMA BAY RD,NEAR SAMANGA SHOPPING CENTRE,M/CYCLIST LOST CONTROL AND HIT A CULVERT ON THE SIDE OF THE ROAD.DIED ON THE SPOT.,M,40,26.0,RIDER,1,2017-05-20,2017,12.0,0
1410,MACHAKOS,NAIROBI- MOMBASA,BRIDGE 39 AREA,DRIVER WAS OVERTAKING CARELESSLY AND IN THE PROCCESS COLLUDED HEAD ON WITH THE SAID M/BENZ.DRIVER OF TOYOTA COROLLA DIED ON THE SPOT.,M,A,10.0,DRIVER,1,2017-05-20,2017,14.0,0
1800,KISUMU,KISUMU- BUSIA,CHULAIMBO AREA OPP. SLAUGHTER HSE,M/A/PASSENGER FELL OFF A MOVING VEHICLE DYING ON THE SPOT.,M,52,73.0,PASSENGER,1,2017-05-20,2017,18.0,1
1700,KISUMU,SAB ATIA EKERO RD,UNSPECIFIED,M/V DRIVER HIT TWO M/CYCLES AT A ROAD JUNCTION KILLING THEM ON THE SPOT.,M,A,10.0,RE,2,2017-05-20,2017,17.0,1
1945,LAIKIPIA,KINAMBA- NYAHURURU,KARAND SHOPPING CENTRE,M/CYCLIST KNOCKED A PERSON CROSSSING THE ROAD FROM L-R AND HE DIED ON THE SPOT.,M,43,63.0,PEDESTRIAN,1,2017-05-20,2017,19.0,1
2115,MERU,MERU- MAUA,KARELENI AREA,MATATU DRIVER HIT A P/CYCLIST KILLING HIM ON THE SPOT,M,50,29.0,PEDAL CYCLIST,1,2017-05-20,2017,21.0,0
630,KAJIADO,NAMANGA- KAJIADO,NEAR NGATATAEK TOWN,M/V KILLED A M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,63,61.0,PEDESTRIAN,1,2017-05-19,2017,6.0,1
730,KIAMBU,NORTHERN BY- PASS,KAMAE AREA,M/V DRIVER HIT A M/CYCLIST WHO DIED ON THE SPOT.,M,32,22.0,M/CYCLIST,1,2017-05-19,2017,7.0,1
1100,KISUMU,KISUMU- BUSIA,NEAR NGUVU PETROL STATION,BUS DRIVER HIT A M/CYCLE CARRYING ONE F/A P/PASSENGER WHO DIED ON THE SPOT.,F,29,10.0,P/PASSENGER,1,2017-05-19,2017,11.0,0
1830,NYANDARUA,OL KALOU- KARIAMU,KWA WATER AREA,P/UP DRIVER COLLUDED HEAD ON WITH M/CYCLE. M/CYCLIST DIED ON THE SPOT.,M,19,37.0,M/CYCLIST,1,2017-05-19,2017,18.0,1
1940,NAKURU,MAI MAHIU- NAIVASHA,BUBBLES T- JUNCTION,M/V KNOCKED DOWN UNKNOWN M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,98.0,PEDESTRIAN,1,2017-05-19,2017,19.0,1
2030,UASIN GISHU,ELDORET- WEBUYE,NYATHIRU AREA,M/CYCLIST HIT A HUGE ROCK WHICH WAS ON THE ROAD WHERE THE RIDER FALL DOWN AND DIED ON THE SPOT.,M,A,10.0,M/CYCLIST,1,2017-05-19,2017,20.0,0
2130,MERU,LARE- MAUA,KK TRADING CENTER,LORRY DRIVER LOST CONTROL AND LANDED INTO A DITCH AND AS A RESULT ONE M/A PASSENGER DIED ON THE SPOT.,M,A,40.0,PASSENGER,1,2017-05-19,2017,21.0,0
1900,MARSABIT,MARSABIT- KARGI,HULAHULA AREA,M/V LOST CONTROL VEERING OFF THE ROAD AND LANDED INTO A DITCH KILLING ONE M/A PASSENGER ON THE SPOT.,M,49,87.0,PASSENGER,1,2017-05-19,2017,19.0,1
1030,KISII,KEROKA-KISII,NYANSIRA AREA,"THE VEHICLE LOST CONTROL, VEERING OFF THE ROADAND OVERTURNED",M,30,26.0,DRIVER,1,2017-05-18,2017,10.0,0
2000,MACHAKOS,MACHAKOS-HUDUMA CENTRE,NEAR MAKAMITHI TRADING CENTRE,THE VEHICLEKNOCKED DOWN THE VICTIM,M,40,16.0,PEDESTRIAN,1,2017-05-18,2017,20.0,0
1100,BUNGOMA,KITALE-WEBUYE,MALIKI,THE DRIVER OF THE SAID VEHICLE HIT A PEDESTRIAN ON REACHING THE LOCATION OF THE ACCIDENT.,1,A,7.0,PEDESTRIAN,1,2017-05-15,2017,11.0,0
1200,KISII,KISII-MARAMI,KISII TOWNSHIP,DRIVER OF THE SAID VEHICLE RAN OVER THE SAID M/CYCLE FATALLY INJURING THE RIDER.,1,A,10.0,M/ CYCLIST,1,2017-05-15,2017,12.0,0
2330,BOMET,BOMET- KAPLONG RD,KAMUEREITO AREA,RIDER AND P/PASSENGER OF THE SAID M/CYC HIT THE RIGHT FRONT SIDE OF THE SAID M/VEHICLE FATALLY INJURING BOTH OF THEM.,M,20 & 25 YRS,37.0,M/CYLIST & P/PASSENGER,2,2017-05-15,2017,23.0,0
1000,NAIROBI,MOMBASA ROAD,NEAR MOMBASA ROAD- EMBAKASI ROAD JUNCTION,M/V DRIVER DUE TO HIGH SPEED LOST CONTROL VEERING OFF THE ROAD KNOCKING DOWN A M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,30,29.0,PEDESTRIAN,1,2017-05-14,2017,10.0,0
1030,EMBU,EMBU- SIAKAGO,KANYARIRI AREA,M/CYCLIST KNOCKED DOWN A F/A PEDESTRIAN WHO WAS CROSSSIND THE ROAD KILING HIM ON THE SPOT.,F,77,61.0,PEDESTRIAN,1,2017-05-14,2017,10.0,0
1750,KAKAMEGA,WEBUYE- ELDORET,MAPANGA AREA,M/V COLLIDED WITH A TRAILOR WHOSE DRIVER ESCAPED WHERE ONE F/A PASSENGER IN A SALOON DIED ON THE SPOT.,F,48,26.0,PASSENGER,1,2017-05-14,2017,17.0,1
1730,KAJIADO,NAMANGA- KITENGELA,NEAR GULF PETROL STATION,TUKTUK WAS HIT BY THE M/CYCLE WHICH WAS OVERLAPPING WHERE THE M/CYCLIST DIED WHILE UNDERGOING TREATMENT.,M,A,45.0,M/CYCLIST,1,2017-05-14,2017,17.0,1
1730,NAIROBI,THIKA SUPERHIGHWAY,NEAR MUTHAIGA FOOT BRIDGE,M/V KNOCKED DOWN UNKNOWN M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,63.0,PEDESTRIAN,1,2017-05-14,2017,17.0,1
2100,KAKAMEGA,WEBUYE- KAKAMEGA,MATETE AREA,MATATU WAS HIT AT THE RIGHT SIDE BY THE SAID M/CYCLE WHERE THE DRIVER SUSTAINED SERIOUS INJURIES AND DIED ON ARRIVAL TO HOSPITAL.,M,A,26.0,M/CYCLIST,1,2017-05-14,2017,21.0,0
2245,MACHAKOS,NAIROBI- MOMBASA,NEAR GREEN PARK AREA,M/V COLLUDED HEAD ON WITH A TRAILOR WHERE ON F/A PASSENGER AND M/V DRIVER DIED ON THE SPOT.,M AND F,34 AND 24,10.0,DRIVER AND PASSENGER,2,2017-05-14,2017,22.0,0
2330,NAIROBI,MOMBASA ROAD,NEAR AIRPORT JUNCTION,M/V RAMMED INTO THE REAR OF THE M/CYCLE WHERE TWO PEOPLE DIED.,M,A,29.0,M/CYCLIST AND P/PASSENGER,2,2017-05-14,2017,23.0,0
1900,MACHAKOS,KIVANINI- MASINGA,MUSINGINI AREA,"M/CYCLIST HIT A HIP OF SOIL, LOST CONTROL VEERING OFF THE ROAD AND LANDED INTO A DITCH WHERE HE DIED ON THE SPOT.",M,29,26.0,M/CYCLIST,1,2017-05-14,2017,19.0,1
900,MURANGA,KANDARA- KITHIMA,KIGUOYA AREA,M/V HIT ONE PERSON KILLING HIM INSTANTLY.,M,36,98.0,PEDESTRIAN,1,2017-05-13,2017,9.0,1
1540,NAKURU,ELDORET NAKURU,SOBEA AREA,LORRY COLLUDED WITH A M/CYCLE KILLING THE RIDER ON THE SPOT.,M,20,22.0,RIDER,1,2017-05-13,2017,15.0,0
1930,NAKURU,ELDORET NAKURU,NEAR GIDDO PLAZA,M/V DRIVER KNOCKED DOWN A PERSON CROSSING THE ROAD KILLING HIM ON THE SPOT.,M,57,60.0,PEDESTRIAN,1,2017-05-13,2017,19.0,1
2000,EMBU,KAWANJARA- ISHIARA,KANYUAMBORA,N/V HIT THE OX-CART KILING THE CART DRIVER ON THE SPOT.,M,A,63.0,DRIVER,1,2017-05-13,2017,20.0,0
2320,NAKURU,ELDORET NAKURU,SOBEA AREA,M/V HIT ONE PERSON CROSSING THE ROAD KILING HIM INSTANTLY.,M,25,60.0,PEDESTRIAN,1,2017-05-13,2017,23.0,0
20,NAIROBI,NORTH AIRPORT,NEAR OIL- LIBYA PETROL STN,UNKNOWN M/V HIT ONE PERSON CROSSING THE ROAD KILLING HIM ON THE SPOT.,M,30,98.0,PEDESTRIAN,1,2017-05-13,2017,0.0,0
230,NAIROBI,MOMBASA ROAD,NEAR STD GROUP,M/V DRIVER LOST CONTROL AND ROLLED LANDING INTO A DITCH.DRIVER DIED ON THE SPOT.,M,A,26.0,DRIVER,1,2017-05-13,2017,2.0,0
730,KIAMBU,KIKUYU-WANGIGE,KINGEERO AREA,THE VEHICLE LOST CONTROL VEERING OFF THE ROAD,F,45,11.0,PEDESTRIAN,1,2017-05-12,2017,7.0,1
1130,MARSABIT,MOYALE TOWN,BIASHARA STREET,THE LORRY OVERAN THE MOTOR CYCLE,M,A,45.0,M/CYCLIST,1,2017-05-12,2017,11.0,0
2230,KIAMBU,LOWER KABETE,KINGEERO AREA,HIT & RUN,M,33,11.0,PEDESTRIAN,1,2017-05-12,2017,22.0,0
17,NAIROBI,WAIYIAKI WAY,NEAR N MARKET,THE VEHICLE KNOCKED DOWN THE VICTIM,M,27,98.0,PEDESTRIAN,1,2017-05-12,2017,0.0,0
2345,KIAMBU,ITURAMIRO-KIBIRU MURRAM ROAD,KIBIRU TRADING CENTER,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,26.0,PEDESTRIAN,1,2017-05-12,2017,23.0,0
1955,MACHAKOS,MATUU-THIKA,YATTA GK PRISONS AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,48,61.0,PEDESTRIAN,1,2017-05-12,2017,19.0,1
2045,MACHAKOS,NAIROBI -MOMBASA,KITENGELA INTERCHANGE,THE PICK UP HIT THE MOTOR CYCLE,M,A,37.0,P/PASSENGER,1,2017-05-12,2017,20.0,0
230,NAKURU,GILGIL - NAKURU,SOYSAMBU AREA,"THE BUS WAS OVERTAKING IMPROPERLY AND LOST CONTROL, HIT THE TRAILER",M & F,A,10.0,PASSENGERS,18,2017-05-12,2017,2.0,0
715,MERU,MERU-CHUKA,KURUKUCHA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,50,26.0,PEDESTRIAN,1,2017-05-04,2017,7.0,1
1330,NYERI,CHAKA-KIGANJO,CHAKA SHOPPING CENTER,HEAD ON COLLISION,M,A,8.0,DRIVER,1,2017-05-04,2017,13.0,0
2030,NAKURU,KAPTEMBWA-KAPKURES,NDARUGU RIVER,THE PEDAL CYCLE BREAKS FAILED AND FALL INTO THE RIVER,M,40,54.0,PEDAL CYCLIST,1,2017-05-04,2017,20.0,0
UNKNOWN,KIAMBU,NAIROBI-NAIVASHA,KAMANDURA AREA,HIT & RUN,M,A,98.0,PEDESTRIAN,1,2017-05-03,2017,,0
630,MACHAKOS,MOMBASA- NAIROBI,MAANZONI AREA,HEAD ON COLLISION,M&F,A,11.0,DRIVER & PASSENGER,2,2017-05-03,2017,6.0,1
1340,MACHAKOS,MATUU-THIKA,NEAR MATUU POLICE STATION,THE VEHICLE RAMMED INTO THE REAR OF M/CYCLE,F,52,29.0,P/PASSENGER,1,2017-05-03,2017,13.0,0
1610,KAJIADO,KISERIAN - RONGAI,KWARE AREA,HEAD ON COLLISION,M,27,26.0,P/PASSENGER,1,2017-05-03,2017,16.0,0
1800,KILIFI,MALINDI-LAMU,NEAR MALINDI TOWN,THE VEHICLE KNOCKED DOWN THE VICTIM,M,80,61.0,PEDESTRIAN,1,2017-05-03,2017,18.0,1
1856,MOMBASA,NAIROBI-MOMBASA,NEAR CHANGAMWE STAGE,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIM,F,48,26.0,PEDESTRIAN,1,2017-05-03,2017,18.0,1
1200,EMBU,EMBU-KIBUGU,GATUNDURI,"THE TRICYCLE LOST CONTROL , VEERING OFF THE ROAD AND LANDED INTO A DITCH.",M,A,26.0,RIDER,1,2017-04-25,2017,12.0,0
1430,KERICHO,KERICHO-KISUMU,RAI CEMENT FACTORY,"THE VEHICLE LOST CONTROL, VEERING OFF THE ROAD AND HIT A FACTORY WALL",M,A,26.0,DRIVER,1,2017-04-25,2017,14.0,0
900,MACHAKOS,NAIROBI-MOMBASA,KWA MWAMBI,THE VEHICLE HIT THE TRAILER,M,A,29.0,PASSENGER,1,2017-04-25,2017,9.0,1
1700,MURANGA,KENOL-MAKUYU,KENOL,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,10.0,PASSENGER,1,2017-04-25,2017,17.0,1
2100,NYERI,OTHAYA-RURUGUTI,NYAMARI,HEAD ON COLLISION,M,A,26.0,MOTOR CYCLIST,1,2017-04-25,2017,21.0,0
2030,NAIROBI,KANGUNDO ROAD,COCA COLA BOTTLERS,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,10.0,PEDESTRIAN,1,2017-04-25,2017,20.0,0
1930,KAKAMEGA,KAKAMEGA-KISUMU,SIGALAGALA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,60.0,PEDESTRIAN,1,2017-04-25,2017,19.0,1
1438,NAIROBI,MACHARIA ROAD,STAGE TWO,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-04-25,2017,14.0,0
1845,KIRINYAGA,KIRINYAGA-KUTUS,GREEN VINEYARD,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,79.0,PEDESTRIAN,1,2017-04-25,2017,18.0,1
1645,KIAMBU,LIMURU-KUTUS,KABUKU,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,63.0,PEDESTRIAN,1,2017-04-25,2017,16.0,0
2110,MURANGA,KENOL-MURANGA,KAHARATI JUNCTION,THE VEHICLE KNOCKED DOWN THE VICTIM,M,53,68.0,PEDESTRIAN,1,2017-04-25,2017,21.0,0
40,MAKUENI,MOMBASA-NAIROBI,KAMBU,THE BUS COLLIDED WITH THE TRAILER WHILE WAS OVERTAKING AND IT LANDED ON ITS SIDE,M,A,68.0,PASSENGERS,17,2017-04-25,2017,0.0,0
630,SIAYA,SIAYA-NYANDORERA,URANGA AREA,THE VEHICLE GOT A TYRE BURST AND LOST CONTROL AND ROLLED SEVERAL TIMES,M&F,45&52,79.0,PASSENGERS,2,2017-03-31,2017,6.0,1
1030,NANDI,KAPSABET -CHAVAKALI,SURUNGAI AREA,THE VEHICLE KNOCKED DOWN A P/CYCLIST,M,45,37.0,P/CYCLIST,1,2017-03-31,2017,10.0,0
1500,NYERI,NYERI-GATHUTHI,MASHAKO AREA,HIT AND RUN,M,45,98.0,PEDESTRIAN,1,2017-03-31,2017,15.0,0
1900,KAKAMEGA,KAKAMEGA-WEBUYE,KAMBIRI AREA,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,M,A,16.0,PEDESTRIAN,1,2017-03-31,2017,19.0,1
1930,KILIFI,MALINDI-LAMU,MHANA I TRADING CENTER,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,M,A,61.0,PEDESTRIAN,1,2017-03-31,2017,19.0,1
2100,KAJIADO,METO-MAILI TISA MURRAM ROAD,MALI AREA,"THE VEHICLE LOST CONTROL , VEERED OFF THE ROAD AND HIT A POLE",M,19,80.0,PASSENGER,1,2017-03-31,2017,21.0,0
2100,NAIROBI,OUTERING ROAD,NEAR HURUMA KPLC,THE VEHICLE KNOCKED A P/CYCLIST,M,40,98.0,P/CYCLIST,1,2017-03-31,2017,21.0,0
2330,KIAMBU,NAIVASHA -NAIROBI,ZAMBEZI AREA,THE VEHICLE COLLIDED HEAD ON WITH THE M/CYCLIST,M,33,57.0,M/CYCLIST,1,2017-03-31,2017,23.0,0
835,NAIROBI,UHURU HIGHWAY,INTERCONTINENTAL ZEBRA CROSSING,THE UNKNOWN M/V KNOCKED DOWN F/A PEDESTRIAN KILLING HER ON THE SPOT.,F,A,98.0,PEDESTRIAN,1,2017-03-30,2017,8.0,1
UNKNOWN TIME,NYANDARUA,NYERI NYAHURURU,GWA KUNGU AREA,THE UNKNOWN M/V KNOCKED DOWN M/A PEDESTRIAN KILLING HER ON THE SPOT.,M,25,98.0,PEDESTRIAN,1,2017-03-30,2017,,0
1100,KITUI,KUNDA KINDU MAIN STAGE,NEAR SHAKIM BUTCHERY,THE M/V REVERSED AND HIT THE M/CYCLE KILLING HIM ON THE SPOT.,M,51,16.0,M/CYLIST,1,2017-03-30,2017,11.0,0
1600,BARINGO,TALAI KAPTUM MURRAM ROAD,KABARTONJO AREA,THE M/V HIT A M/A PEDESTRIAN TRIED TO STEAL A RIDE WHERE HE FELL DOWN AND DIED.,M,20,72.0,PEDESTRIAN,1,2017-03-30,2017,16.0,0
1630,NYAMIRA,NYAMIRA KISII,SIRONGA AREA,THE M/V HIT THE M/CYLCLE WHO SUSTAINED SERIOUS INJURIES AND DIED AT NYAMIRA HOSPITAL,M,22 YRS,37.0,M/CYLIST,1,2017-03-30,2017,16.0,0
1900,KITUI,KALINDU NGIINI MUTUNE ROAD,ALONGSIDE,M/V COLLIDED HEAD ON WITH THE M/CYCLE WHO FAILED TO KEEP HIS NEAR SIDE AND DIED.,M,27,8.0,M/CYLIST,1,2017-03-30,2017,19.0,1
1030,UASIN GISHU,ELDORET WEBUYE,RAIPLY AREA,THE M/CYCLE COLLIDED HEAD ON WITH THE M/V RESULTING THE DEATH OF THE M/CYCLIST.,M,A,10.0,M/CYLIST,1,2017-03-30,2017,10.0,0
0700 HRS,EMBU,EMBU MERU,ENA BRIDGE,THE UNKNOWN M/V KNOCKED DOWN A M/ JUVENILE KILLING HIM ON THE SPOT.,M,6,60.0,PEDESTRIAN,1,2017-03-29,2017,,0
0600 HRS,NAROK,NAROK MAIMAHIU,NEAR NAROK TOWN,THE UNKNOWN M/V KNOCKED DOWN A M/ A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,61.0,PEDESTRIAN,1,2017-03-29,2017,,0
1800,MACHAKOS,JOSKA KAGUNDO,ATHI RIVER BRIDGE,THE M/CYCLE LOST CONTROL VEERING OFF THE ROAD HITTING AN ELECTRIC POLE WHERE P/ PASSENGER DIED ON THE SPOT.,M,22,79.0,P/PASSENGER,1,2017-03-29,2017,18.0,1
1800,ISIOLO,ISIOLO MARSABIT,ISIOLO TOWNSHIP,THE M/V KNOCKED DOWN A M/A PEDESTRIAN SUSTAINED SERIOUS INJURIES AND DIED AT HOSPITAL .,M,60,29.0,PEDESTRIAN,1,2017-03-29,2017,18.0,1
0045 HRS,KIAMBU,NAIROBI LIMURU,RUENO AREA,THE M/V COLLIDED WITH THE TUTUK RESULTING THE DEATH OF THE DRIVER AND M/A PASSENGER.,M,"28, 31 YRS",7.0,DRIVER & PASSENGER,2,2017-03-29,2017,,0
0500hrs,MACHAKOS,NAIROBI-MOMBASA,CHUMVI AREA,THE M/V LOST CONTROL VEERING OFF THE ROAD AND PLUGGED INTO A BRIDGE KILLING ONE F/A PASSENGER ON THE SPOT,F,20,60.0,PASSENGERS,1,2017-03-27,2017,,0
1550,BUSIA,NAMBALE- MALANGA,SUWO AREA,THE TRACTOR HIT A POTHOLE THROWING ONE PASSENGER ON THE ROAD WHERE HE DIED ON THE SPOT.,M,A,30.0,PASSENGERS,1,2017-03-27,2017,15.0,0
1700,NAIROBI,KAWANGWARE,NEAR WEMA HOSPITAL,THE M/V HIT UNREGISTERED M/CYCLE KILLING HIM ON THE SPOT.,M,35,14.0,M/CYCLIST,1,2017-03-27,2017,17.0,1
1100,NAKURU,NAKURU- ELDORET,NEAR SALMAN CENTRE BUILDING,THE VEHICLE KNOCKED DOWN THE VICTIM,M,38,68.0,PEDESTRIAN,1,2017-03-27,2017,11.0,0
1930,KIAMBU,NAIVASHA NAIROBI,GITARU AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,F,30,68.0,PEDESTRIAN,1,2017-03-27,2017,19.0,1
1725,NYERI,NYAHURURU NYERI,MWEIGA AREA,HEAD ON COLLISON,M,31,98.0,DRIVER,1,2017-03-27,2017,17.0,1
2230,UASIN GISHU,ELDORET WEBUYE,PEMUGI AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,7.0,P/CYCLIST,1,2017-03-27,2017,22.0,0
630,HOMA BAY,RODI NDHIWA,RODI,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,M,A,,DRIVER,1,2017-03-26,2017,6.0,1
630,HOMA BAY,RODI NDHIWA,RODI,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,M,A,,PASSENGER,1,2017-03-26,2017,6.0,1
1820,MACHAKOS,NAIROBI MOMBASA,SABAKI,THE VEHICLE KNOCKED DOWN THE VICTIM,F,A,60.0,PEDESTRIAN,1,2017-03-26,2017,18.0,1
2100,NAROK,NAROK MAIMAHIU,STIMA,THE CANTER LOST CONTROL AND HIT THE MATATU,F,A,7.0,PASSENGER,2,2017-03-26,2017,21.0,0
710,NAIROBI,LOWER KABETE,NEAR TOTAL PETROL RD,THE MISTUBISHI OUTLANDER FAILED TO KEEP TO HIS LANE AND COLLIDED WITH M/CYCLIST KILLING HIM INSTANTLY.,M,39,8.0,RIDER,1,2017-03-25,2017,7.0,1
1350,NAIROBI,MOMBASA RD,NEAR GATEWAY MALL,THE M/V KNOCKED DOWN THE VICTIM AND DROVE AWAY.,M,A,29.0,RIDER,1,2017-03-25,2017,13.0,0
1620,EMBU,EMBU- KIVAA,KIRITIRI TRADING CEN TRE,THE M/V KNOCKED DOWN THE VICTIM .,M,70,7.0,PEDESTRIAN,1,2017-03-25,2017,16.0,0
1945,NAKURU,NAKURU- NAIROBI,MARULA AREA,THE T/MATATU OVERTOOK A FLEET OF VEHICLESAND WHILE AVOIDING COLLIDING WITH THE TRAILER SWERVED TO THE RIGHT AND HIT THE M/CYCLIST THROWING IT ON THE ROAD. WHERE BY TRAILER OVER RUN THE RIDER & PASSENGER KILLING THEM INSTANTLY.,M,A,39.0,PEDESTRIAN & RIDER,2,2017-03-25,2017,19.0,1
